ax,ay,az,gx,gy,gz
8.824,-4.449,-5.729,0.009,-0.53,-0.118
8.658,-4.525,-5.719,0.136,-0.56,0.004
8.443,-4.653,-5.633,0.25,-0.581,0.132
8.07,-4.806,-5.479,0.344,-0.585,0.236
7.73,-5.037,-5.324,0.405,-0.552,0.314
7.296,-5.282,-5.186,0.42,-0.544,0.353
6.791,-5.556,-5.093,0.386,-0.516,0.34
6.412,-5.784,-5.048,0.321,-0.462,0.262
